,fx,fy,fz,svm,rx,ry,rz
0,0.98828125,-0.09765625,-0.01953125,0.9932864853566605,-3.96728515625,4.39453125,6.103515625
1,0.98828125,-0.09765625,-0.0234375,0.9933709723320261,-5.7373046875,3.2958984375,5.2490234375
2,0.9921875,-0.125,-0.02734375,1.0004042761905372,-7.6904296875,2.25830078125,4.2724609375
3,0.9921875,-0.1484375,-0.0234375,1.0035033846324337,-9.3994140625,1.64794921875,3.47900390625
4,0.984375,-0.15625,-0.03515625,0.9973184872642553,-10.8642578125,1.0986328125,2.5634765625
5,0.984375,-0.1640625,-0.0390625,0.9987174392376955,-11.962890625,0.67138671875,2.13623046875
6,0.94921875,-0.18359375,-0.0625,0.9688287518393666,-12.75634765625,0.6103515625,1.64794921875
7,0.9765625,-0.203125,-0.03515625,0.998083184882559,-13.0615234375,0.732421875,1.28173828125
8,0.96875,-0.21484375,-0.05859375,0.9940159088028345,-13.18359375,0.8544921875,1.03759765625
9,0.96875,-0.21875,-0.05078125,0.9944379620426618,-13.18359375,0.9765625,0.67138671875
10,0.9609375,-0.21875,-0.046875,0.9866355492436151,-12.87841796875,0.9765625,0.42724609375
11,0.9609375,-0.23046875,-0.046875,0.9892997469209281,-12.3291015625,0.79345703125,0.244140625
12,0.9375,-0.22265625,-0.0390625,0.9643691899735871,-11.90185546875,0.3662109375,0.0
13,0.94921875,-0.2109375,-0.03515625,0.9730091603740815,-11.65771484375,-0.1220703125,-0.30517578125
14,0.94921875,-0.21484375,-0.03515625,0.973863457667289,-11.474609375,-0.732421875,-0.3662109375
15,0.93359375,-0.1953125,-0.02734375,0.9541970149604195,-11.23046875,-1.46484375,-0.42724609375
16,0.9375,-0.21484375,-0.03125,0.9623100588760686,-10.986328125,-2.01416015625,-0.3662109375
17,0.93359375,-0.20703125,-0.00390625,0.9562815941471882,-10.8642578125,-2.50244140625,-0.244140625
18,0.9140625,-0.1953125,-0.01171875,0.9347697875220735,-10.7421875,-3.23486328125,-0.1220703125
19,0.93359375,-0.1875,-0.0078125,0.9522681214843394,-10.43701171875,-3.96728515625,0.06103515625
20,0.94140625,-0.19140625,-0.0078125,0.9606992844976908,-10.1318359375,-4.5166015625,0.18310546875
21,0.9453125,-0.1953125,0.0,0.9652785584029617,-9.82666015625,-5.06591796875,0.244140625
22,0.94921875,-0.1875,-0.00390625,0.9675679532418511,-9.33837890625,-5.2490234375,0.3662109375
23,0.9609375,-0.1796875,0.0078125,0.9776244226280101,-9.21630859375,-5.7373046875,0.42724609375
24,0.96875,-0.19140625,0.01171875,0.9875475908231588,-9.21630859375,-6.103515625,0.54931640625
25,0.9765625,-0.20703125,0.00390625,0.9982742677600555,-9.21630859375,-6.4697265625,0.3662109375
26,0.98046875,-0.1953125,-0.00390625,0.9997405669331795,-9.33837890625,-6.8359375,0.18310546875
27,1.00390625,-0.19921875,0.00390625,1.0234896813987366,-9.58251953125,-7.38525390625,-0.42724609375
28,0.96875,-0.19921875,-0.00390625,0.9890297931006047,-9.94873046875,-7.9345703125,-1.28173828125
29,0.9921875,-0.19921875,0.00390625,1.011997729393142,-10.19287109375,-8.6669921875,-2.3193359375
30,0.9921875,-0.1953125,-0.01171875,1.01129636453122,-10.80322265625,-9.33837890625,-3.2958984375
31,0.99609375,-0.19140625,-0.0078125,1.0143471528448114,-11.53564453125,-9.94873046875,-3.90625
32,0.99609375,-0.19921875,-0.015625,1.0159404558169858,-12.51220703125,-10.498046875,-4.69970703125
33,0.99609375,-0.1875,-0.01171875,1.0136549402487145,-13.427734375,-11.23046875,-5.37109375
34,0.984375,-0.1875,-0.015625,1.002194856926536,-14.404296875,-11.90185546875,-5.92041015625
35,0.984375,-0.18359375,-0.02734375,1.0017227592144071,-15.0146484375,-12.63427734375,-6.53076171875
36,0.984375,-0.1796875,-0.03125,1.0011285136191308,-15.19775390625,-13.3056640625,-6.89697265625
37,0.99609375,-0.203125,-0.03125,1.0170737863665853,-15.07568359375,-14.0380859375,-7.080078125
38,0.984375,-0.17578125,-0.06640625,1.0021491797709685,-14.6484375,-14.46533203125,-7.2021484375
39,1.0,-0.1796875,-0.078125,1.0190147757914259,-13.97705078125,-14.7705078125,-7.26318359375
40,0.9921875,-0.171875,-0.09375,1.0113189967963867,-13.00048828125,-15.13671875,-7.38525390625
41,0.984375,-0.16796875,-0.09765625,1.0033665256353856,-11.77978515625,-15.31982421875,-7.50732421875
42,0.98828125,-0.16015625,-0.09765625,1.0059257411358393,-10.68115234375,-15.380859375,-7.568359375
43,1.0,-0.1484375,-0.1171875,1.0177261918426292,-9.70458984375,-15.56396484375,-7.568359375
44,1.00390625,-0.1484375,-0.1171875,1.0215646628342048,-8.97216796875,-15.56396484375,-7.14111328125
45,0.9921875,-0.1640625,-0.125,1.0133990028920001,-8.4228515625,-15.625,-6.77490234375
46,0.98828125,-0.15234375,-0.125,1.0077367946371836,-7.8125,-16.11328125,-6.7138671875
47,0.99609375,-0.15234375,-0.13671875,1.0169087439660884,-6.9580078125,-16.78466796875,-6.77490234375
48,0.99609375,-0.14453125,-0.13671875,1.0157677183378035,-6.2255859375,-17.08984375,-6.7138671875
49,0.99609375,-0.18359375,-0.12109375,1.0200848592725937,-5.615234375,-17.2119140625,-6.7138671875
50,0.984375,-0.140625,-0.12890625,1.0026895594046357,-5.31005859375,-17.08984375,-6.77490234375
51,0.9765625,-0.140625,-0.125,0.9945223511974228,-4.94384765625,-16.9677734375,-6.8359375
52,0.984375,-0.140625,-0.125,1.002194856926536,-4.69970703125,-16.7236328125,-7.14111328125
53,0.9765625,-0.14453125,-0.12890625,0.9955804437220906,-4.69970703125,-16.17431640625,-7.26318359375
54,0.9765625,-0.14453125,-0.1328125,0.99609375,-4.82177734375,-15.625,-7.2021484375
55,0.96875,-0.12890625,-0.1328125,0.9862720435789065,-4.94384765625,-14.95361328125,-7.32421875
56,0.97265625,-0.12890625,-0.13671875,0.9906407111332985,-5.0048828125,-14.7705078125,-7.32421875
57,0.96484375,-0.12890625,-0.1328125,0.9824354652390024,-4.69970703125,-14.34326171875,-7.568359375
58,0.95703125,-0.1171875,-0.1328125,0.9732835577513177,-4.39453125,-13.85498046875,-7.62939453125
59,0.96484375,-0.12109375,-0.13671875,0.9819771763155636,-4.150390625,-13.12255859375,-7.50732421875
60,0.9609375,-0.109375,-0.14453125,0.9778819211734168,-3.84521484375,-12.39013671875,-7.32421875
61,0.97265625,-0.1171875,-0.15234375,0.9914644264845688,-3.47900390625,-11.8408203125,-6.9580078125
62,0.96875,-0.109375,-0.1484375,0.9861405298086323,-3.35693359375,-11.16943359375,-6.65283203125
63,0.97265625,-0.1171875,-0.1484375,0.9908717284424672,-3.23486328125,-10.68115234375,-6.2255859375
64,0.97265625,-0.109375,-0.140625,0.988836923822155,-3.47900390625,-10.1318359375,-5.67626953125
65,0.98046875,-0.1171875,-0.15234375,0.99912987046073,-3.72314453125,-9.765625,-5.43212890625
66,0.9765625,-0.109375,-0.15625,0.9950132006819056,-3.84521484375,-9.3994140625,-4.94384765625
67,0.98828125,-0.109375,-0.171875,1.009060818460197,-3.47900390625,-9.33837890625,-4.8828125
68,0.98828125,-0.1328125,-0.1875,1.0146404482661888,-2.86865234375,-9.521484375,-4.57763671875
69,1.00390625,-0.125,-0.1640625,1.024875242502868,-2.3193359375,-9.3994140625,-4.45556640625
70,0.9921875,-0.12109375,-0.171875,1.0142192795792795,-1.8310546875,-9.21630859375,-4.21142578125
71,1.0078125,-0.1328125,-0.1875,1.033673761547859,-1.220703125,-8.9111328125,-3.90625
72,1.01953125,-0.14453125,-0.1953125,1.048084073254324,-0.67138671875,-8.72802734375,-3.662109375
73,1.02734375,-0.140625,-0.19140625,1.054441522242047,-0.18310546875,-8.23974609375,-3.5400390625
74,1.02734375,-0.1484375,-0.1953125,1.0562271747718681,0.3662109375,-7.75146484375,-3.23486328125
75,1.03125,-0.14453125,-0.18359375,1.0573894787473654,1.03759765625,-7.32421875,-2.685546875
76,1.03125,-0.1484375,-0.19921875,1.06075367746608,1.708984375,-6.591796875,-2.25830078125
77,1.0390625,-0.15234375,-0.203125,1.0696351072657033,2.74658203125,-5.9814453125,-1.89208984375
78,1.04296875,-0.1640625,-0.20703125,1.0759006719299766,4.0283203125,-5.31005859375,-1.5869140625
79,1.0390625,-0.15234375,-0.2109375,1.071146173954126,5.37109375,-4.69970703125,-1.52587890625
80,1.046875,-0.16015625,-0.2109375,1.0798573604626274,6.7138671875,-3.96728515625,-1.15966796875
81,1.0625,-0.171875,-0.19140625,1.0931988008427664,7.6904296875,-3.173828125,-1.28173828125
82,1.02734375,-0.1484375,-0.22265625,1.0616236045484175,8.60595703125,-2.44140625,-1.3427734375
83,1.03125,-0.15234375,-0.19140625,1.0598686395979102,9.1552734375,-1.953125,-1.46484375
84,1.03515625,-0.140625,-0.20703125,1.064981591867026,9.3994140625,-1.64794921875,-1.52587890625
85,1.0390625,-0.1484375,-0.1875,1.0662273773977575,9.33837890625,-1.3427734375,-1.46484375
86,1.015625,-0.140625,-0.18359375,1.0416219065904204,9.21630859375,-1.0986328125,-1.5869140625
87,1.0234375,-0.1328125,-0.1875,1.048913593468261,8.85009765625,-0.9765625,-1.52587890625
88,1.01171875,-0.12109375,-0.1875,1.0360476704238204,8.30078125,-0.8544921875,-1.220703125
89,1.0,-0.11328125,-0.17578125,1.02163187570334,7.6904296875,-0.6103515625,-0.9765625
90,0.98828125,-0.125,-0.19140625,1.0143772383293235,7.14111328125,-0.3662109375,-0.67138671875
91,0.98828125,-0.12890625,-0.1640625,1.0100659158178118,6.34765625,-0.1220703125,-0.244140625
92,0.97265625,-0.12890625,-0.1640625,0.9947831451423848,5.615234375,0.3662109375,0.18310546875
93,0.9609375,-0.10546875,-0.16015625,0.979884973120251,4.82177734375,0.67138671875,0.48828125
94,0.96484375,-0.1328125,-0.16796875,0.9883198485545431,4.0283203125,1.28173828125,0.8544921875
95,0.96484375,-0.12890625,-0.17578125,0.9891609227293037,3.35693359375,1.89208984375,1.3427734375
96,0.953125,-0.13671875,-0.15234375,0.9748578872792818,2.685546875,2.44140625,1.77001953125
97,0.95703125,-0.13671875,-0.15625,0.9792930575563809,2.01416015625,3.173828125,2.25830078125
98,0.96484375,-0.1484375,-0.16015625,0.9892457620502475,1.40380859375,3.84521484375,2.8076171875
99,0.9609375,-0.15625,-0.16015625,0.9866432819516446,0.732421875,4.57763671875,3.23486328125
100,0.94921875,-0.1484375,-0.16015625,0.9740122951851661,0.06103515625,5.2490234375,3.662109375
101,0.97265625,-0.1640625,-0.171875,1.0012580587417574,-0.67138671875,5.92041015625,4.0283203125
102,0.96484375,-0.15625,-0.17578125,0.9930944427725014,-1.40380859375,6.40869140625,4.39453125
103,0.96875,-0.16015625,-0.14453125,0.9924796567893092,-2.01416015625,6.89697265625,4.69970703125
104,0.9609375,-0.1484375,-0.16015625,0.9854362458964875,-2.50244140625,7.2021484375,5.0048828125
105,0.9765625,-0.15234375,-0.1796875,1.0045748017079477,-2.86865234375,7.62939453125,5.31005859375
106,0.98046875,-0.1640625,-0.15234375,1.0057057680041788,-3.11279296875,8.056640625,5.615234375
107,0.9921875,-0.16015625,-0.15625,1.0171037911984757,-3.173828125,8.48388671875,5.7373046875
108,0.98828125,-0.1640625,-0.171875,1.0164434802943116,-2.99072265625,8.7890625,5.79833984375
109,0.99609375,-0.16796875,-0.16796875,1.0240262500259392,-2.74658203125,9.1552734375,5.7373046875
110,0.99609375,-0.1640625,-0.16015625,1.022139563420463,-2.50244140625,9.33837890625,5.615234375
111,0.99609375,-0.16796875,-0.15234375,1.0215795994095063,-2.25830078125,9.521484375,5.4931640625
112,1.0,-0.171875,-0.15234375,1.0260358832853083,-1.953125,9.765625,5.43212890625
113,0.98828125,-0.16796875,-0.1640625,1.0157902509791945,-1.77001953125,10.009765625,5.31005859375
114,0.9921875,-0.16796875,-0.15625,1.018363195835755,-1.5869140625,10.25390625,5.31005859375
115,0.98046875,-0.171875,-0.15625,1.0076080824663738,-1.52587890625,10.6201171875,5.37109375
116,0.98828125,-0.171875,-0.1484375,1.014038725164287,-1.5869140625,10.80322265625,5.37109375
117,0.9921875,-0.17578125,-0.1484375,1.018513021229509,-1.708984375,11.04736328125,5.2490234375
118,0.98828125,-0.171875,-0.13671875,1.0123896785962039,-1.64794921875,11.16943359375,5.2490234375
119,0.9921875,-0.1875,-0.12890625,1.017943567416835,-1.64794921875,11.23046875,5.06591796875
120,1.0,-0.18359375,-0.12109375,1.0238995855688804,-1.46484375,11.16943359375,4.94384765625
121,1.0,-0.1796875,-0.12109375,1.0232063789604287,-1.15966796875,10.8642578125,4.82177734375
122,1.0,-0.20703125,-0.09765625,1.025864845698801,-0.732421875,10.55908203125,4.57763671875
123,0.98046875,-0.18359375,-0.09765625,1.002278592971878,-0.30517578125,10.19287109375,4.39453125
124,0.98828125,-0.1875,-0.1015625,1.0110247378317765,0.06103515625,9.765625,4.0283203125
125,0.98046875,-0.19140625,-0.1015625,1.0041266173505585,0.54931640625,9.27734375,3.84521484375
126,0.984375,-0.18359375,-0.1015625,1.0064868340273074,0.8544921875,8.7890625,3.7841796875
127,0.9765625,-0.16796875,-0.09765625,0.9957030483768115,1.0986328125,8.36181640625,3.7841796875
128,0.98046875,-0.16796875,-0.07421875,0.9975173650391694,1.220703125,7.87353515625,3.7841796875
129,0.9765625,-0.15234375,-0.09765625,0.9931866278471408,1.220703125,7.38525390625,3.72314453125
130,0.98046875,-0.16796875,-0.08984375,0.9988014668176992,1.40380859375,7.01904296875,3.60107421875
131,0.98046875,-0.16015625,-0.078125,0.9965302352490992,1.46484375,6.591796875,3.72314453125
132,0.984375,-0.1640625,-0.109375,1.0039290488656307,1.5869140625,6.28662109375,3.72314453125
133,0.9765625,-0.171875,-0.08984375,0.9956340851162703,1.64794921875,5.92041015625,3.84521484375
134,0.98046875,-0.16796875,-0.09375,0.9991604141493622,1.64794921875,5.4931640625,3.84521484375
135,0.9765625,-0.15625,-0.09765625,0.9937932994694181,1.8310546875,5.126953125,3.84521484375
136,0.98046875,-0.1640625,-0.08984375,0.9981519789325045,1.8310546875,4.69970703125,3.84521484375
137,0.97265625,-0.1796875,-0.0703125,0.9916106221579932,1.77001953125,4.39453125,3.84521484375
138,0.96875,-0.18359375,-0.08203125,0.9893999967230771,1.77001953125,3.90625,3.84521484375
139,0.98046875,-0.171875,-0.09765625,1.0001983445875249,1.77001953125,3.47900390625,3.84521484375
140,0.96875,-0.1640625,-0.09375,0.9870066508926117,1.8310546875,3.11279296875,3.72314453125
141,0.9765625,-0.16015625,-0.09765625,0.9944149455757264,2.01416015625,2.8076171875,3.72314453125
142,0.96484375,-0.171875,-0.1015625,0.9852813907434325,2.13623046875,2.44140625,3.60107421875
143,0.98046875,-0.16015625,-0.08984375,0.9975173650391694,2.38037109375,2.13623046875,3.41796875
144,0.96484375,-0.15234375,-0.09765625,0.981666350264787,2.62451171875,1.89208984375,3.2958984375
145,0.96484375,-0.1484375,-0.10546875,0.9818761686418889,2.86865234375,1.52587890625,3.11279296875
146,0.95703125,-0.15625,-0.078125,0.9728444847978337,3.0517578125,1.3427734375,3.11279296875
147,0.98046875,-0.1953125,-0.109375,1.0056981818656194,3.23486328125,0.9765625,2.9296875
148,0.97265625,-0.15625,-0.1015625,0.9903480118475083,3.47900390625,0.79345703125,2.74658203125
149,0.9765625,-0.15234375,-0.0859375,0.9921029122407425,3.662109375,0.67138671875,2.685546875
150,0.98046875,-0.15625,-0.08984375,0.9968976535435445,3.90625,0.6103515625,2.50244140625
151,0.984375,-0.17578125,-0.08984375,1.0039746450437008,4.08935546875,0.54931640625,2.38037109375
152,0.9765625,-0.15625,-0.10546875,0.9945913915436894,4.150390625,0.54931640625,2.38037109375
153,0.9921875,-0.1640625,-0.10546875,1.0111756505617917,4.2724609375,0.54931640625,2.38037109375
154,0.98046875,-0.16015625,-0.11328125,0.9999008129520585,4.39453125,0.6103515625,2.25830078125
155,0.984375,-0.15625,-0.1171875,1.0035642048624742,4.45556640625,0.54931640625,2.44140625
156,0.99609375,-0.17578125,-0.125,1.0191794771484681,4.69970703125,0.6103515625,2.38037109375
157,0.99609375,-0.171875,-0.1171875,1.0175837481850387,4.82177734375,0.6103515625,2.38037109375
158,1.01171875,-0.1640625,-0.07421875,1.0276184875036918,4.8828125,0.6103515625,2.50244140625
159,1.0,-0.171875,-0.125,1.0223336126847244,5.06591796875,0.6103515625,2.44140625
160,0.98828125,-0.1484375,-0.1171875,1.0062139089995041,5.126953125,0.6103515625,2.38037109375
161,0.9921875,-0.1640625,-0.12890625,1.013888238590212,5.18798828125,0.48828125,2.3193359375
162,0.99609375,-0.16796875,-0.1171875,1.0169312513252187,5.18798828125,0.3662109375,2.197265625
163,0.9921875,-0.1640625,-0.109375,1.0115905444830433,5.18798828125,0.30517578125,2.197265625
164,0.98828125,-0.16796875,-0.109375,1.0084028067707491,5.2490234375,0.06103515625,2.13623046875
165,0.98828125,-0.16015625,-0.125,1.0089473987853008,5.126953125,0.06103515625,1.953125
166,0.984375,-0.17578125,-0.12890625,1.00822121072988,5.06591796875,-0.1220703125,2.01416015625
167,0.98046875,-0.16796875,-0.1171875,1.0016313597623503,5.06591796875,-0.1220703125,2.01416015625
168,0.98046875,-0.1640625,-0.13671875,1.0034577670407334,5.06591796875,-0.18310546875,1.953125
169,0.9921875,-0.19140625,-0.125,1.0181833762615222,5.0048828125,-0.244140625,1.89208984375
170,0.98046875,-0.1796875,-0.1171875,1.0036630298755964,5.0048828125,-0.244140625,1.953125
171,0.98046875,-0.171875,-0.1171875,1.002293816955793,5.06591796875,-0.244140625,1.953125
172,0.9765625,-0.18359375,-0.12890625,1.0019969075473112,5.31005859375,-0.18310546875,1.89208984375
173,0.9765625,-0.1640625,-0.11328125,0.9967063067494167,5.31005859375,-0.1220703125,1.77001953125
174,0.97265625,-0.17578125,-0.11328125,0.9948828424076814,5.43212890625,-0.1220703125,1.708984375
175,0.97265625,-0.1796875,-0.125,0.9969818344986595,5.55419921875,-0.06103515625,1.64794921875
176,0.9921875,-0.1796875,-0.109375,1.0142418466211596,5.615234375,0.0,1.64794921875
177,0.98828125,-0.19140625,-0.125,1.0143772383293235,5.67626953125,0.244140625,1.5869140625
178,0.98046875,-0.18359375,-0.1171875,1.0043697252117245,5.67626953125,0.30517578125,1.52587890625
179,0.984375,-0.18359375,-0.125,1.009121303741063,5.67626953125,0.30517578125,1.28173828125
180,0.9921875,-0.19140625,-0.12890625,1.0186703141764635,5.67626953125,0.30517578125,1.220703125
181,0.96875,-0.18359375,-0.11328125,0.9924796567893092,5.55419921875,0.3662109375,1.220703125
182,0.96484375,-0.1796875,-0.11328125,0.9879492401798157,5.37109375,0.48828125,1.03759765625
183,0.984375,-0.19140625,-0.1171875,1.009635282327392,5.2490234375,0.67138671875,1.15966796875
184,0.97265625,-0.203125,-0.12109375,1.0009913299215558,5.126953125,0.732421875,1.0986328125
185,0.9765625,-0.19140625,-0.125,1.0029634434740444,4.8828125,0.79345703125,1.0986328125
186,0.98046875,-0.19140625,-0.1171875,1.0058271384397395,4.57763671875,0.9765625,1.03759765625
187,0.9609375,-0.1796875,-0.11328125,0.9841347052939767,4.39453125,1.03759765625,1.03759765625
188,0.97265625,-0.17578125,-0.125,0.9962852144419413,4.21142578125,1.15966796875,0.91552734375
189,0.984375,-0.1796875,-0.1171875,1.0074793538517304,3.96728515625,1.15966796875,0.9765625
190,0.98046875,-0.1953125,-0.09765625,1.0044912570783655,3.662109375,1.220703125,0.9765625
191,0.9609375,-0.203125,-0.125,0.9900937554248335,3.5400390625,1.220703125,1.03759765625
192,0.97265625,-0.17578125,-0.109375,0.9944456340799255,3.2958984375,1.40380859375,0.9765625
193,0.98046875,-0.1796875,-0.1171875,1.0036630298755964,3.23486328125,1.40380859375,0.8544921875
194,0.98046875,-0.19140625,-0.10546875,1.0045292327713453,3.0517578125,1.46484375,0.91552734375
195,0.98046875,-0.19140625,-0.1171875,1.0058271384397395,2.9296875,1.64794921875,0.91552734375
196,0.98046875,-0.17578125,-0.1328125,1.004916502866967,2.86865234375,1.708984375,0.9765625
197,0.984375,-0.17578125,-0.12890625,1.00822121072988,2.9296875,1.8310546875,0.8544921875
198,0.9765625,-0.17578125,-0.11328125,0.9987021607363104,2.99072265625,1.953125,0.9765625
199,0.984375,-0.18359375,-0.14453125,1.0117262909950622,3.0517578125,2.13623046875,0.91552734375
200,0.98828125,-0.1796875,-0.1328125,1.0132258321391447,3.173828125,2.25830078125,0.91552734375
201,0.98828125,-0.1875,-0.1328125,1.0146404482661888,3.35693359375,2.38037109375,0.9765625
202,1.01171875,-0.1875,-0.09375,1.033208663146783,3.47900390625,2.50244140625,0.8544921875
203,0.98828125,-0.171875,-0.1328125,1.0118695592233282,3.662109375,2.44140625,0.91552734375
204,0.9921875,-0.18359375,-0.11328125,1.0153695592230816,3.84521484375,2.5634765625,0.67138671875
205,1.0,-0.1875,-0.1171875,1.0241528988174813,4.0283203125,2.62451171875,0.732421875
206,0.9921875,-0.17578125,-0.13671875,1.0168712305938128,4.21142578125,2.62451171875,0.732421875
207,0.99609375,-0.16796875,-0.1171875,1.0169312513252187,4.39453125,2.685546875,0.67138671875
208,0.9921875,-0.1796875,-0.1171875,1.015114054167683,4.69970703125,2.8076171875,0.54931640625
209,0.98828125,-0.17578125,-0.12890625,1.0120354234127318,4.8828125,2.86865234375,0.54931640625
210,0.98046875,-0.1796875,-0.13671875,1.0061305004741556,4.94384765625,2.99072265625,0.42724609375
211,0.97265625,-0.17578125,-0.12890625,0.99678284987488,5.126953125,3.173828125,0.3662109375
212,0.98046875,-0.1875,-0.1328125,1.007032462179255,5.2490234375,3.2958984375,0.30517578125
213,0.984375,-0.18359375,-0.08984375,1.005371923756639,5.31005859375,3.47900390625,0.30517578125
214,0.96875,-0.1875,-0.12109375,0.9941310320018496,5.2490234375,3.5400390625,0.30517578125
215,0.96875,-0.17578125,-0.125,0.9924719695545877,5.18798828125,3.662109375,0.42724609375
216,0.97265625,-0.18359375,-0.12109375,0.9972113828031585,5.126953125,3.72314453125,0.6103515625
217,0.98046875,-0.17578125,-0.109375,1.002088273658127,5.06591796875,3.96728515625,0.6103515625
218,0.96484375,-0.18359375,-0.11328125,0.9886671677337563,5.0048828125,4.150390625,0.67138671875
219,0.9765625,-0.18359375,-0.12109375,1.0010218168123886,4.8828125,4.2724609375,0.79345703125
