,fx,fy,fz,svm
0,0.58203125,1.1640625,-1.1015625,1.7050635827701741
1,0.5390625,1.12890625,-1.15234375,1.7008567894915123
2,0.53515625,1.03515625,-1.07421875,1.584893244568759
3,0.5234375,0.9921875,-1.046875,1.5343956846874602
4,0.4921875,1.01953125,-1.0390625,1.536666321550994
5,0.453125,0.93359375,-1.02734375,1.4602584484700387
6,0.4140625,0.96484375,-1.078125,1.5049002396987359
7,0.375,1.04296875,-1.15625,1.60166253498562
8,0.390625,1.01171875,-1.109375,1.551410845118585
9,0.40625,0.96484375,-1.05078125,1.4832746744165846
10,0.2890625,0.89453125,-0.96484375,1.3470956714528017
11,0.33984375,0.83984375,-0.9921875,1.3436023719778016
12,0.296875,0.875,-1.04296875,1.3933928301457428
13,0.3125,0.90234375,-1.06640625,1.431468750341105
14,0.26171875,0.8828125,-1.03515625,1.3854252329779024
15,0.2421875,0.86328125,-1.0234375,1.360637210340825
16,0.2421875,0.80859375,-1.01953125,1.3236021333549879
17,0.23046875,0.76953125,-0.9921875,1.2766088769115524
18,0.25390625,0.73046875,-1.01171875,1.2734315088049248
19,0.2421875,0.640625,-0.9921875,1.2056082327760955
20,0.265625,0.609375,-0.9765625,1.1813419689726807
21,0.26171875,0.5703125,-1.0,1.1805731878023542
22,0.29296875,0.50390625,-0.99609375,1.1541035291752155
23,0.3359375,0.4296875,-0.9765625,1.1185524878023159
24,0.37109375,0.39453125,-0.96875,1.10988379617671
25,0.3125,0.3671875,-0.96875,1.0821088081409604
26,0.34765625,0.41796875,-0.984375,1.1245251819170725
27,0.34765625,0.375,-0.94140625,1.0713242252946233
28,0.36328125,0.375,-0.88671875,1.0290133177967742
29,0.3828125,0.39453125,-0.875,1.033356336111998
30,0.359375,0.44140625,-0.8359375,1.0113265407722238
31,0.41796875,0.4765625,-0.83984375,1.0522106332844556
32,0.390625,0.5078125,-0.8359375,1.0532107717297141
33,0.421875,0.55078125,-0.8046875,1.062478457961766
34,0.41015625,0.56640625,-0.79296875,1.057281243534419
35,0.47265625,0.57421875,-0.77734375,1.0758226662325383
36,0.47265625,0.609375,-0.76171875,1.08395446186204
37,0.49609375,0.640625,-0.76171875,1.1120813160536531
38,0.4921875,0.64453125,-0.75390625,1.1072685768014348
39,0.5703125,0.62890625,-0.734375,1.1225355493570404
40,0.59375,0.63671875,-0.74609375,1.146562563879802
41,0.57421875,0.6171875,-0.72265625,1.1103511330529072
42,0.53515625,0.62109375,-0.7578125,1.1164360453511768
43,0.5234375,0.59375,-0.74609375,1.0877415881979104
44,0.51953125,0.55859375,-0.70703125,1.0401119582728522
45,0.5703125,0.51171875,-0.73046875,1.0586297849032849
46,0.546875,0.5,-0.671875,1.0002441108299513
47,0.5234375,0.49609375,-0.69921875,1.0044912570783655
48,0.5234375,0.4765625,-0.7109375,1.0032600668414695
49,0.52734375,0.48828125,-0.69140625,0.9972725867608552
50,0.5546875,0.4375,-0.6953125,0.9912335473098658
51,0.55078125,0.41796875,-0.68359375,0.9722953647771789
