,fx,fy,fz,svm
0,-0.0078125,-0.6328125,-0.828125,1.0422589462017104
1,0.00390625,-0.640625,-0.8203125,1.0408305563684765
2,0.01171875,-0.64453125,-0.82421875,1.0463720223609227
3,0.01171875,-0.66015625,-0.81640625,1.0499822705906454
4,0.01953125,-0.6640625,-0.80859375,1.046510547568382
5,0.02734375,-0.671875,-0.796875,1.0426761059476055
6,0.01953125,-0.69921875,-0.78515625,1.051550601251403
7,0.015625,-0.6953125,-0.77734375,1.0430565272051715
8,0.01953125,-0.671875,-0.7890625,1.0365409370872973
9,0.0234375,-0.6640625,-0.7734375,1.019673421600637
10,0.00390625,-0.671875,-0.7890625,1.0363642715379147
11,-0.00390625,-0.66796875,-0.8046875,1.0458104428728348
12,0.0,-0.6796875,-0.765625,1.023795261896269
13,-0.0234375,-0.6640625,-0.7734375,1.019673421600637
14,-0.0234375,-0.671875,-0.7578125,1.0130375694847156
15,-0.03125,-0.6796875,-0.7578125,1.0184456025299045
16,-0.01953125,-0.671875,-0.734375,0.9955421266709724
17,-0.03515625,-0.6875,-0.74609375,1.0151591479680047
18,-0.03515625,-0.671875,-0.734375,0.9959711934408859
19,-0.0390625,-0.66796875,-0.7421875,0.9992749446669132
20,-0.01953125,-0.68359375,-0.73046875,1.0006330393766676
21,-0.01171875,-0.6640625,-0.71875,0.9786306226088638
22,-0.00390625,-0.6796875,-0.69921875,0.9751395883651094
23,-0.00390625,-0.67578125,-0.69140625,0.9668185761453322
24,0.0,-0.68359375,-0.6875,0.9695136229259816
25,-0.00390625,-0.671875,-0.69140625,0.9640922554160078
26,-0.0078125,-0.68359375,-0.67578125,0.9612709025279372
27,-0.0234375,-0.68359375,-0.66796875,0.9560501986934969
28,-0.03125,-0.671875,-0.6484375,0.9342717856872539
29,-0.03125,-0.66796875,-0.63671875,0.9233469445869873
30,-0.0234375,-0.671875,-0.62890625,0.9205913335027179
31,-0.0234375,-0.65234375,-0.60546875,0.8903336968782407
32,-0.02734375,-0.640625,-0.60546875,0.8818959567407172
33,-0.03125,-0.63671875,-0.59375,0.8711638144468367
34,-0.05078125,-0.625,-0.5859375,0.8582112148287346
35,-0.046875,-0.609375,-0.5859375,0.8466746188213333
36,-0.03515625,-0.58984375,-0.55078125,0.8077818992028031
37,-0.03125,-0.56640625,-0.5234375,0.7718674879442148
38,-0.0703125,-0.57421875,-0.5546875,0.8014669320465209
39,-0.05078125,-0.54296875,-0.5,0.739860661765528
40,-0.05078125,-0.53125,-0.48828125,0.723342157594264
41,-0.05859375,-0.5234375,-0.4765625,0.7103040618999461
42,-0.05859375,-0.5078125,-0.4765625,0.698869500766461
43,-0.0625,-0.484375,-0.44921875,0.6635682903639704
44,-0.05859375,-0.46484375,-0.44140625,0.643702118213221
45,-0.0390625,-0.453125,-0.4140625,0.6150576383051429
46,-0.03125,-0.4296875,-0.41015625,0.5948412053399735
47,-0.0234375,-0.4140625,-0.41015625,0.5832882818354596
48,-0.0234375,-0.390625,-0.3984375,0.5584708125206724
49,-0.00390625,-0.4140625,-0.359375,0.5482822296229493
50,-0.00390625,-0.39453125,-0.3203125,0.5082029748750739
51,0.0078125,-0.38671875,-0.296875,0.4875932653173262
52,0.02734375,-0.390625,-0.28515625,0.4844065009918065
53,0.03125,-0.37890625,-0.2890625,0.4776019657573789
54,0.05859375,-0.3671875,-0.30078125,0.47825646681134903
55,0.07421875,-0.34375,-0.31640625,0.4730596161062842
56,0.07421875,-0.31640625,-0.37109375,0.49328684269873596
57,0.08203125,-0.28515625,-0.421875,0.5157729427913266
58,0.0703125,-0.26953125,-0.4453125,0.5252562851019134
59,0.04296875,-0.21875,-0.484375,0.5332138563480534
60,0.05078125,-0.19921875,-0.453125,0.4975832707478468
61,0.0234375,-0.1796875,-0.44140625,0.4771544735214818
62,0.015625,-0.171875,-0.4140625,0.44858991312361224
63,0.0,-0.171875,-0.3828125,0.41962653131236827
64,-0.00390625,-0.171875,-0.35546875,0.39485985696272674
65,-0.01953125,-0.18359375,-0.32421875,0.3731031125804065
66,-0.0625,-0.15234375,-0.33984375,0.37763559495646726
67,-0.05078125,-0.1640625,-0.35546875,0.39478256228508246
68,-0.08984375,-0.15234375,-0.37890625,0.4181512452058316
69,-0.1171875,-0.15625,-0.37109375,0.4193537217496853
70,-0.12109375,-0.16015625,-0.40625,0.453158673317774
71,-0.140625,-0.171875,-0.36328125,0.42578125
72,-0.16015625,-0.14453125,-0.39453125,0.4496601092683089
73,-0.17578125,-0.140625,-0.41796875,0.47473394070060443
74,-0.1953125,-0.1328125,-0.4375,0.49718445552179125
75,-0.19140625,-0.140625,-0.46484375,0.5220071408305876
76,-0.1796875,-0.1328125,-0.4921875,0.5405324162053096
77,-0.16796875,-0.1171875,-0.515625,0.5548112758026935
78,-0.13671875,-0.12109375,-0.53515625,0.5654625759541364
79,-0.10546875,-0.109375,-0.57421875,0.5939812460870503
80,-0.05859375,-0.12109375,-0.6015625,0.6164206074056698
