,fx,fy,fz,rx,ry,rz,svm
0,0.06640625,-0.9609375,0.1796875,-0.9765625,-0.48828125,1.3427734375,0.9798460422951978
1,0.05078125,-0.9609375,0.18359375,-0.9765625,-0.3662109375,1.28173828125,0.9796357891057651
2,0.046875,-0.96484375,0.1875,-1.03759765625,-0.30517578125,1.28173828125,0.9840106592608957
3,0.046875,-0.96875,0.1875,-0.8544921875,-0.1220703125,1.15966796875,0.987841119879609
4,0.0703125,-0.98046875,0.18359375,-0.54931640625,-0.06103515625,1.0986328125,0.9999847410945204
5,0.05859375,-0.9765625,0.171875,-0.42724609375,0.18310546875,0.9765625,0.9933018471594184
6,0.05859375,-0.96484375,0.1640625,-0.244140625,0.42724609375,0.8544921875,0.9804454055985856
7,0.0546875,-0.96484375,0.15625,-0.18310546875,0.48828125,0.732421875,0.9789424125403458
8,0.046875,-0.96875,0.17578125,-0.18310546875,0.6103515625,0.6103515625,0.9856839635382948
9,0.05859375,-0.96484375,0.19140625,-0.42724609375,0.6103515625,0.48828125,0.9853897919058161
10,0.0625,-0.96875,0.17578125,-0.42724609375,0.67138671875,0.30517578125,0.9865504854550337
11,0.06640625,-0.98046875,0.1875,-0.54931640625,0.732421875,0.244140625,1.0004424070208264
12,0.05859375,-0.96875,0.1875,-0.6103515625,0.6103515625,0.18310546875,0.9884665093158506
13,0.05859375,-0.97265625,0.1875,-0.6103515625,0.79345703125,0.244140625,0.9922951467195257
14,0.05078125,-0.96875,0.18359375,-0.6103515625,0.9765625,0.244140625,0.9873003407730725
15,0.05859375,-0.96875,0.1953125,-0.48828125,1.03759765625,0.30517578125,0.9899781627365891
16,0.05859375,-0.96875,0.19921875,-0.54931640625,1.15966796875,0.244140625,0.9907562265212493
17,0.05078125,-0.96875,0.19140625,-0.42724609375,1.40380859375,0.30517578125,0.9887829136825863
18,0.0625,-0.97265625,0.1953125,-0.3662109375,1.52587890625,0.30517578125,0.9940389345092638
19,0.046875,-0.95703125,0.19140625,-0.3662109375,1.5869140625,0.48828125,0.97710922196069
20,0.05078125,-0.95703125,0.1875,-0.30517578125,1.52587890625,0.6103515625,0.976546874874998
21,0.0546875,-0.953125,0.1953125,-0.42724609375,1.52587890625,0.79345703125,0.9744665006748564
22,0.0546875,-0.9609375,0.1796875,-0.48828125,1.40380859375,0.79345703125,0.9791216467930581
23,0.046875,-0.953125,0.17578125,-0.6103515625,1.3427734375,0.91552734375,0.9703316850961646
24,0.046875,-0.95703125,0.1953125,-0.732421875,1.3427734375,0.79345703125,0.9778819211734168
25,0.05859375,-0.96484375,0.19140625,-0.79345703125,1.40380859375,0.91552734375,0.9853897919058161
26,0.05078125,-0.9609375,0.17578125,-0.8544921875,1.3427734375,0.9765625,0.9782017491853994
27,0.046875,-0.9609375,0.19921875,-0.79345703125,1.40380859375,0.91552734375,0.9824898243151491
28,0.0546875,-0.96484375,0.16796875,-0.91552734375,1.46484375,0.9765625,0.9808810761488239
29,0.05078125,-0.94921875,0.18359375,-1.03759765625,1.52587890625,0.91552734375,0.9681433962705047
30,0.05078125,-0.9609375,0.17578125,-1.03759765625,1.52587890625,0.8544921875,0.9782017491853994
31,0.04296875,-0.9609375,0.1875,-1.03759765625,1.46484375,0.8544921875,0.9800017563161877
32,0.05078125,-0.97265625,0.1796875,-1.03759765625,1.5869140625,0.8544921875,0.9904173431800732
33,0.046875,-0.97265625,0.18359375,-0.9765625,1.5869140625,0.8544921875,0.9909410231331253
