,fx,fy,fz,svm
0,0.03515625,-0.99609375,-0.36328125,1.0608543666803127
1,0.03125,-1.0078125,-0.35546875,1.0691214289699802
2,0.0234375,-1.00390625,-0.37109375,1.070554831143354
3,0.02734375,-1.015625,-0.35546875,1.076382763479435
4,0.03515625,-1.00390625,-0.37890625,1.0736077807990159
5,0.03125,-0.9921875,-0.36328125,1.0570647398611934
6,0.0234375,-1.0,-0.37890625,1.0696351072657033
7,0.02734375,-1.0,-0.36328125,1.0642936377079517
8,0.02734375,-1.015625,-0.359375,1.0776790857737115
9,0.02734375,-1.00390625,-0.3671875,1.0692998174550368
10,0.0234375,-1.00390625,-0.3515625,1.0639423229675387
11,0.03125,-0.99609375,-0.3515625,1.0567759992994317
12,0.01953125,-1.0,-0.3671875,1.0654614633494788
13,0.015625,-0.99609375,-0.3671875,1.061731397091709
14,0.0234375,-1.00390625,-0.34765625,1.0626579616035325
15,0.02734375,-0.99609375,-0.359375,1.05929260833734
16,0.02734375,-0.99609375,-0.36328125,1.0606242058593078
17,0.015625,-0.99609375,-0.3671875,1.061731397091709
18,0.015625,-1.00390625,-0.35546875,1.0650962076923498
19,0.02734375,-1.0,-0.359375,1.0629666369595343
20,0.03125,-1.01171875,-0.3671875,1.0767441904917865
21,0.02734375,-1.015625,-0.36328125,1.0789879924682317
22,0.0234375,-1.01171875,-0.359375,1.0739062045322265
23,0.01953125,-1.0,-0.35546875,1.0614798641298502
24,0.02734375,-1.01953125,-0.3515625,1.0787899896628976
25,0.03515625,-1.00390625,-0.3671875,1.0695281112992658
26,0.03515625,-1.00390625,-0.36328125,1.0681933286183207
27,0.0234375,-1.00390625,-0.375,1.0719151436542504
28,0.03125,-1.01171875,-0.375,1.0794333659849331
29,0.015625,-1.0078125,-0.3671875,1.072733348012217
30,0.03125,-1.00390625,-0.36328125,1.0680719020228109
31,0.01953125,-1.01171875,-0.37109375,1.0778065086633999
32,0.03125,-1.01171875,-0.36328125,1.075418364267193
