,fx,fy,fz,rx,ry,rz,svm
0,0.296875,-0.9453125,-0.48828125,-16.9677734375,-42.236328125,15.44189453125,1.104612632275592
1,0.3203125,-0.98046875,-0.515625,-16.54052734375,-38.818359375,15.68603515625,1.1531644323373023
2,0.3671875,-1.00390625,-0.515625,-17.15087890625,-36.0107421875,15.56396484375,1.1868123522993483
3,0.37890625,-1.04296875,-0.5625,-18.61572265625,-33.447265625,14.95361328125,1.2440900328214293
4,0.375,-1.0859375,-0.55859375,-21.3623046875,-30.45654296875,14.16015625,1.2774632016012486
5,0.36328125,-1.125,-0.53125,-23.98681640625,-27.34375,13.671875,1.2960805642789195
6,0.34765625,-1.1640625,-0.515625,-25.390625,-24.0478515625,12.87841796875,1.3197634305796295
7,0.328125,-1.18359375,-0.48828125,-24.2919921875,-20.81298828125,11.71875,1.3217332407735023
8,0.296875,-1.171875,-0.47265625,-20.5078125,-17.9443359375,10.7421875,1.2980099043975213
9,0.265625,-1.1640625,-0.46484375,-14.83154296875,-15.625,10.498046875,1.281279772901029
10,0.234375,-1.1171875,-0.42578125,-8.7890625,-13.916015625,10.8642578125,1.2183305067315735
11,0.1796875,-1.05859375,-0.4453125,-3.2958984375,-12.75634765625,11.474609375,1.162416254123953
12,0.14453125,-1.0,-0.44140625,0.79345703125,-11.65771484375,11.90185546875,1.1026009068405598
13,0.11328125,-0.94921875,-0.44140625,3.35693359375,-10.3759765625,12.39013671875,1.0529427118757162
14,0.0859375,-0.8984375,-0.46875,4.33349609375,-8.97216796875,13.0615234375,1.01700627225819
15,0.05078125,-0.859375,-0.47265625,3.84521484375,-7.99560546875,13.97705078125,0.9820937107224672
16,0.02734375,-0.8203125,-0.4609375,2.197265625,-7.4462890625,15.2587890625,0.9413414137424118
17,0.0078125,-0.8125,-0.453125,-0.42724609375,-7.14111328125,16.357421875,0.9303437809655364
18,-0.015625,-0.79296875,-0.4765625,-3.0517578125,-7.4462890625,17.333984375,0.9252866558574226
19,-0.05078125,-0.796875,-0.45703125,-5.43212890625,-8.056640625,18.73779296875,0.9200359038934975
20,-0.03515625,-0.796875,-0.484375,-7.4462890625,-8.97216796875,20.20263671875,0.9332014081451349
21,-0.0625,-0.796875,-0.46875,-9.21630859375,-10.19287109375,21.3623046875,0.9266296876989211
22,-0.0625,-0.8125,-0.46484375,-10.68115234375,-11.41357421875,22.0947265625,0.9381589481074423
23,-0.04296875,-0.8203125,-0.4765625,-11.71875,-12.63427734375,22.52197265625,0.9496687462157858
24,-0.06640625,-0.80078125,-0.4609375,-12.451171875,-13.7939453125,23.01025390625,0.9263497068045496
25,-0.05859375,-0.8203125,-0.45703125,-13.427734375,-14.892578125,23.37646484375,0.9408631083594866
26,-0.0703125,-0.82421875,-0.42578125,-14.404296875,-15.869140625,23.25439453125,0.9303601820582043
27,-0.0546875,-0.83984375,-0.40234375,-15.07568359375,-16.7236328125,22.4609375,0.9328497951087168
28,-0.05078125,-0.85546875,-0.390625,-15.2587890625,-17.4560546875,21.54541015625,0.941803274682736
29,-0.04296875,-0.87890625,-0.37890625,-14.892578125,-18.12744140625,20.44677734375,0.9580670415240717
30,-0.0390625,-0.88671875,-0.33984375,-14.404296875,-18.5546875,19.22607421875,0.9504155906348943
31,-0.03125,-0.90625,-0.36328125,-13.97705078125,-19.04296875,17.88330078125,0.9768515197314086
32,-0.02734375,-0.92578125,-0.3359375,-13.36669921875,-19.34814453125,16.845703125,0.9852271856896129
33,-0.01171875,-0.93359375,-0.32421875,-12.51220703125,-19.775390625,15.93017578125,0.9883584456016893
34,-0.0078125,-0.94921875,-0.31640625,-11.23046875,-20.1416015625,15.19775390625,1.0005949158110263
35,-0.01171875,-0.94140625,-0.3203125,-9.6435546875,-20.56884765625,14.46533203125,0.9944763216371092
36,0.0,-0.953125,-0.29296875,-8.056640625,-20.751953125,13.48876953125,0.9971348725731953
37,0.0,-0.95703125,-0.2890625,-6.28662109375,-20.56884765625,12.5732421875,0.9997329355296906
38,0.00390625,-0.95703125,-0.28515625,-5.0048828125,-20.1416015625,11.71875,0.99861812480031
39,0.01953125,-0.95703125,-0.296875,-4.150390625,-19.47021484375,10.92529296875,1.002210082182436
40,0.03125,-0.96875,-0.28515625,-3.662109375,-18.61572265625,10.07080078125,1.0103302489354966
41,0.03515625,-0.96484375,-0.296875,-3.5400390625,-17.51708984375,9.46044921875,1.0100961288180077
42,0.06640625,-0.96875,-0.3125,-3.72314453125,-16.17431640625,8.7890625,1.0200699008102643
