,fx,fy,fz,svm
0,0.03515625,-0.99609375,0.0546875,0.9982131252189459
1,0.04296875,-1.0,0.06640625,1.003123174647872
2,0.0234375,-0.9921875,0.078125,0.9955344630837749
3,0.03515625,-1.00390625,0.06640625,1.0067142150293635
4,0.02734375,-1.00390625,0.078125,1.0073127394598587
5,0.03125,-0.97265625,0.07421875,0.9759842037736189
6,0.02734375,-0.9921875,0.05859375,0.9942921820870236
7,0.01953125,-1.0,0.0625,1.002141566709296
8,0.03125,-1.0,0.05859375,1.0022024695833984
9,0.015625,-1.0078125,0.06640625,1.0101187879751137
10,0.015625,-0.9921875,0.06640625,0.9945300225836887
11,0.01953125,-0.98828125,0.0625,0.9904481555478434
12,0.015625,-0.984375,0.0625,0.9864808823540373
13,0.0234375,-0.9765625,0.046875,0.9779677389553809
14,0.01953125,-0.98046875,0.0625,0.9826528835011502
15,0.02734375,-0.96875,0.04296875,0.9700879118103807
16,0.02734375,-0.96484375,0.05078125,0.9665660235750517
17,0.03515625,-0.9609375,0.046875,0.9627222374316033
18,0.02734375,-0.98046875,0.046875,0.9819694068633834
19,0.02734375,-0.98046875,0.04296875,0.9817906924936636
20,0.01953125,-0.98828125,0.04296875,0.9894077078255897
21,0.015625,-0.98828125,0.05078125,0.9897083939616381
22,0.0234375,-0.98046875,0.05859375,0.9824975896519416
23,0.01953125,-0.9921875,0.05859375,0.9941080084285988
24,0.015625,-0.9921875,0.05859375,0.9940389345092638
25,0.02734375,-1.0,0.05078125,1.001661827173036
26,0.01171875,-0.9921875,0.0703125,0.9947447973797413
27,0.00390625,-1.00390625,0.0625,1.0058574787603485
28,0.0,-0.98828125,0.05859375,0.9900166951322715
29,0.0,-0.98828125,0.0703125,0.9907793279826808
30,0.0078125,-1.00390625,0.046875,1.005030377436579
31,0.015625,-0.99609375,0.0390625,0.9969818344986595
32,0.01171875,-0.9921875,0.0546875,0.9937625908203943
33,0.015625,-0.984375,0.05859375,0.9862411007401093
34,0.0234375,-0.984375,0.05078125,0.9859625714918455
35,0.03125,-0.96875,0.07421875,0.9720913269089291
36,0.02734375,-0.9609375,0.046875,0.9624686099792099
37,0.0234375,-0.97265625,0.06640625,0.9752021775556979
38,0.02734375,-0.96875,0.078125,0.972279671076724
39,0.02734375,-0.96484375,0.08203125,0.9687106216795022
40,0.03515625,-0.97265625,0.0859375,0.9770779889468266
41,0.0234375,-0.96875,0.08984375,0.9731894873663158
42,0.03125,-0.98828125,0.09765625,0.993585997669867
43,0.02734375,-0.98046875,0.09375,0.9853201068133264
44,0.046875,-0.984375,0.09375,0.9899396288410723
45,0.0390625,-0.9765625,0.09375,0.9818295462107972
46,0.02734375,-0.9609375,0.0859375,0.9651599937194675
47,0.02734375,-0.9765625,0.08984375,0.9810677328729016
48,0.0234375,-0.96875,0.09375,0.973557877789631
49,0.02734375,-0.984375,0.09765625,0.9895850465993941
50,0.03125,-0.96875,0.10546875,0.9749752726231381
51,0.02734375,-0.96875,0.12109375,0.9766718688756859
52,0.0390625,-0.97265625,0.11328125,0.9800095413677742
53,0.03515625,-0.96484375,0.109375,0.9716595671597769
54,0.05859375,-0.95703125,0.125,0.9669369374553983
55,0.0546875,-0.96484375,0.12109375,0.9739496295288453
56,0.05859375,-0.9609375,0.1171875,0.9698283438844023
57,0.0703125,-0.9609375,0.10546875,0.9692617725821351
58,0.0625,-0.953125,0.109375,0.9614137539321975
59,0.07421875,-0.94921875,0.12109375,0.9597855773516226
60,0.0703125,-0.94140625,0.1015625,0.9494759168096696
61,0.0703125,-0.94921875,0.11328125,0.9585367622628644
62,0.0703125,-0.953125,0.08984375,0.95992864979399
63,0.0625,-0.9453125,0.078125,0.9505921776878085
64,0.0625,-0.94921875,0.05859375,0.9530769711259552
65,0.0546875,-0.96875,0.0546875,0.9718322940777899
66,0.05078125,-0.9765625,0.03125,0.9783811191237352
67,0.0625,-0.99609375,0.03125,0.9985417223576902
68,0.05859375,-0.99609375,0.01171875,0.9978844198752116
69,0.05078125,-1.00390625,0.0078125,1.005220139719094
70,0.05078125,-1.01171875,0.0234375,1.0132634804725644
71,0.05078125,-1.015625,0.0,1.016893738783243
72,0.046875,-1.015625,-0.0078125,1.0167361709933653
73,0.06640625,-1.01953125,-0.01953125,1.0218782850673496
74,0.05859375,-1.01953125,-0.0078125,1.0212434736251073
75,0.06640625,-1.01953125,-0.03125,1.0221694195511941
76,0.0703125,-1.015625,-0.01953125,1.0182433196480165
77,0.0859375,-1.0234375,-0.02734375,1.027403158928647
78,0.08984375,-1.01171875,-0.03125,1.0161807373767842
79,0.0859375,-1.015625,-0.0234375,1.0195237667349888
80,0.078125,-0.99609375,-0.02734375,0.9995268656109875
81,0.0859375,-0.99609375,-0.02734375,1.0001678325957974
82,0.0703125,-0.9765625,-0.0625,0.9810832859969127
