,fx,fy,fz,svm
0,0.97265625,-0.16796875,0.13671875,0.9964766420956326
1,0.98046875,-0.171875,0.11328125,1.0018446121795161
2,0.953125,-0.17578125,0.09765625,0.9741062861108253
3,0.97265625,-0.19140625,0.12109375,0.9986792425459675
4,0.96875,-0.1953125,0.1171875,0.9951665414956936
5,0.96875,-0.2109375,0.109375,0.997463824923616
6,0.97265625,-0.21484375,0.1015625,1.001265678521128
7,0.98828125,-0.21484375,0.08984375,1.0153470172456742
8,0.9921875,-0.21484375,0.1015625,1.020249387883454
9,0.98828125,-0.1953125,0.10546875,1.0129019987068715
10,1.00390625,-0.19921875,0.11328125,1.0297322519675625
11,1.0,-0.1875,0.10546875,1.0228782465311121
12,1.0078125,-0.1640625,0.10546875,1.0265116639810103
13,1.015625,-0.16796875,0.10546875,1.0348097887187409
14,1.00390625,-0.16015625,0.11328125,1.022893163925093
15,1.0234375,-0.16796875,0.12109375,1.0441750397667409
16,1.0,-0.16015625,0.1484375,1.0235642216394203
17,1.0,-0.16015625,0.13671875,1.0219305460820833
18,0.99609375,-0.15234375,0.12890625,1.0158878866499923
19,0.9921875,-0.1484375,0.1484375,1.0141515754406487
20,0.98046875,-0.1484375,0.1484375,1.0026895594046357
21,0.96875,-0.1796875,0.14453125,0.9958179765312597
22,0.953125,-0.19921875,0.15234375,0.9855678536461226
23,0.94140625,-0.203125,0.16015625,0.9762968388651707
24,0.9453125,-0.2109375,0.171875,0.983692719901647
25,0.9296875,-0.203125,0.16796875,0.9663291955942408
26,0.9375,-0.21875,0.16796875,0.9772263368721509
27,0.9375,-0.23046875,0.171875,0.9805932440882725
28,0.94140625,-0.22265625,0.1796875,0.983925368541423
29,0.93359375,-0.234375,0.1953125,0.9821791604999123
30,0.94140625,-0.234375,0.1953125,0.9896081754009071
31,0.93359375,-0.23046875,0.19921875,0.9820393297201429
32,0.93359375,-0.23046875,0.18359375,0.9789891724655015
33,0.93359375,-0.234375,0.19921875,0.9829633975970952
34,0.9296875,-0.2578125,0.1953125,0.9843439975276682
35,0.91796875,-0.23828125,0.1953125,0.9682931130264095
36,0.91796875,-0.23828125,0.20703125,0.9707247388187279
37,0.91796875,-0.25,0.18359375,0.9689547414691901
38,0.91015625,-0.25,0.203125,0.9654761338526512
39,0.91796875,-0.2578125,0.1875,0.9717459344565391
40,0.921875,-0.265625,0.2109375,0.9822956709444718
41,0.9296875,-0.28515625,0.203125,0.9934247330297915
42,0.890625,-0.28515625,0.1953125,0.9553397040819106
43,0.91796875,-0.2890625,0.19140625,0.9812543540906583
44,0.921875,-0.29296875,0.203125,0.9884047600687497
45,0.9140625,-0.296875,0.18359375,0.9784435009597194
46,0.9140625,-0.2890625,0.1875,0.9768437095116598
47,0.91015625,-0.27734375,0.19140625,0.9705360928977281
48,0.921875,-0.29296875,0.1796875,0.9838555797259131
49,0.91796875,-0.27734375,0.1796875,0.9756401894637566
50,0.92578125,-0.27734375,0.1796875,0.9829944436119031
51,0.921875,-0.27734375,0.17578125,0.9786072343594364
52,0.9375,-0.28125,0.17578125,0.9944379620426618
53,0.953125,-0.28515625,0.17578125,1.0102773878448557
54,0.92578125,-0.28125,0.17578125,0.9833979526128397
55,0.93359375,-0.296875,0.171875,0.9946220746037474
56,0.9375,-0.29296875,0.16796875,0.9964689856955534
57,0.9453125,-0.28515625,0.16796875,1.0015704221605564
58,0.953125,-0.2890625,0.15625,1.008175806608773
59,0.95703125,-0.29296875,0.15625,1.0129923812414015
60,0.953125,-0.2890625,0.14453125,1.0064261904172667
61,0.95703125,-0.30078125,0.16015625,1.0158878866499923
62,0.94140625,-0.29296875,0.15234375,0.9976397316565171
63,0.94921875,-0.30078125,0.1484375,1.0067369503049817
64,0.9609375,-0.3046875,0.1640625,1.0213480579453558
65,0.94921875,-0.2890625,0.15234375,1.0038834506165917
66,0.94921875,-0.3046875,0.1484375,1.007910908470616
67,0.95703125,-0.30078125,0.140625,1.0129923812414015
68,0.9453125,-0.3046875,0.140625,1.0031079632509654
69,0.94921875,-0.30078125,0.16015625,1.0085314175161761
70,0.9453125,-0.29296875,0.15234375,1.0013266346686653
71,0.94921875,-0.296875,0.15234375,1.006160831647021
72,0.9453125,-0.30078125,0.171875,1.0067899972848422
73,0.92578125,-0.2890625,0.15234375,0.981751837238859
74,0.93359375,-0.28515625,0.15234375,0.9879878517052664
75,0.9296875,-0.2734375,0.1484375,0.980367586912557
76,0.93359375,-0.28515625,0.15625,0.9885977136596691
77,0.93359375,-0.26953125,0.16015625,0.984832173103462
78,0.9375,-0.2734375,0.16015625,0.9896081754009071
79,0.9296875,-0.27734375,0.16015625,0.9833048498478867
80,0.92578125,-0.2734375,0.15625,0.9778819211734168
81,0.9375,-0.265625,0.1640625,0.9881191196061586
82,0.93359375,-0.26171875,0.15625,0.9820937107224672
83,0.94140625,-0.265625,0.16796875,0.9924796567893092
84,0.9375,-0.24609375,0.171875,0.9843827504655202
85,0.9453125,-0.265625,0.16796875,0.9961856575246466
86,0.93359375,-0.2734375,0.16796875,0.9872076060393148
87,0.9453125,-0.25,0.16796875,0.9921336722603524
88,0.94140625,-0.25390625,0.1796875,0.9914644264845688
89,0.9375,-0.25,0.17578125,0.986055423316338
